context	corpus	speaker	word	onbin	age	gender	speech_style	location	f_word	f_pos	traditional	neutralized
から、銀行に勤めてる人の	KSJ	KSJ142	勤めてる	X	10	F	0.099	nonadj	人	noun	X	X
出たときに大概就職するやろ？	KSJ	KSJ142	する	X	10	F	0.099	adj	やろ	dis	X	X
、ええ会社に雇ってくれるわな	KSJ	KSJ142	雇ってくれる	X	10	F	0.099	nonadj	わ	sfp	X	X
やったらどこでも雇ってくれるけど、	KSJ	KSJ142	雇ってくれる	X	10	F	0.099	nonadj	けど	dis	X	X
会社なったら身元調べがあるから。	KSJ	KSJ142	ある	X	10	F	0.099	adj	から	other.gramm	X	X
学校の成績もとに調べはる。.	KSJ	KSJ142	調べはる	X	10	F	0.099	nonadj	.	pause	X	X
..関係なく。.取るとこは	KSJ	KSJ142	取る	X	10	F	0.099	adj	とこ	noun	X	X
した会社が雇ってくれるけど、	KSJ	KSJ142	雇ってくれる	X	10	F	0.099	nonadj	けど	dis	X	X
親が働きに行ってるとか、	KSJ	KSJ142	行ってる	X	10	F	0.099	nonadj	とか	case	X	X
.運動会は、はようからある。.	KSJ	KSJ142	ある	X	10	F	0.099	adj	.	pause	X	X
たら、一回回ってくる百メートル	KSJ	KSJ142	回ってくる	X	10	F	0.099	nonadj	百	other.lexical	X	X
、向こうの先生待ってはるとこまで	KSJ	KSJ142	待ってはる	X	10	F	0.099	nonadj	とこ	noun	X	X
回ったりな、六年生なると一周	KSJ	KSJ142	なる	X	10	F	0.099	adj	と	other.gramm	X	X
したりする。.	KSJ	KSJ142	する	X	10	F	0.099	adj	.	pause	X	X
。.大阪の中にあるあれや	KSJ	KSJ142	ある	X	10	F	0.099	adj	あれ	other.lexical	X	X
あったような気もするし、	KSJ	KSJ142	する	X	10	F	0.099	adj	し	other.gramm	X	X
年なったら、高等小学校なんのちゃうかっ	KSJ	KSJ142	なる	O	10	F	0.099	adj	の	nom	O	X
が、その、歌うてる間ずーっと	KSJ	KSJ142	歌うてる	X	10	F	0.099	nonadj	間	noun	X	X
......ある？.	KSJ	KSJ142	ある	X	10	F	0.099	adj	.	pause	X	X
家庭科の時間て家庭でするような	KSJ	KSJ142	する	X	10	F	0.099	adj	よう	noun	X	X
.....体操する時間は	KSJ	KSJ142	する	X	10	F	0.099	adj	時間	other.lexical	X	X
.湊いうとこ知ってる？.	KSJ	KSJ142	知ってる	X	10	F	0.099	nonadj	.	pause	X	X
市電乗り換えたぐらいですぐ行けるから。	KSJ	KSJ142	行ける	X	10	F	0.099	adj	から	other.gramm	X	X
はなあ、あのお金がかかるやろ？	KSJ	KSJ142	かかる	X	10	F	0.099	adj	やろ	dis	X	X
。.虫捕りって、するとこあら	KSJ	KSJ142	する	X	10	F	0.099	adj	とこ	noun	X	X
そんなことできひん。.捕まえるとこあら	KSJ	KSJ142	捕まえる	X	10	F	0.099	adj	とこ	noun	X	X
か。.そんなセミなんて捕れるか？	KSJ	KSJ142	捕れる	X	10	F	0.099	adj	か	sfp	X	X
.どないして捕るねん？	KSJ	KSJ142	捕る	X	10	F	0.099	adj	ねん	sfp	O	X
......育てるて何	KSJ	KSJ142	育てる	X	10	F	0.099	adj	て	other.gramm	X	X
育てるねん。	KSJ	KSJ142	育てる	X	10	F	0.099	adj	ねん	sfp	O	X
...金魚育ててるような	KSJ	KSJ142	育ててる	X	10	F	0.099	nonadj	よう	noun	X	X
な。.連れてってくれるから。	KSJ	KSJ142	くれる	X	10	F	0.099	adj	から	other.gramm	X	X
..うん、行ってる。.	KSJ	KSJ142	行ってる	X	10	F	0.099	nonadj	.	pause	X	X
割合行ってる。.	KSJ	KSJ142	行ってる	X	10	F	0.099	nonadj	.	pause	X	X
。.沖縄は知れてるやん。	KSJ	KSJ142	知れてる	X	10	F	0.099	nonadj	やん	dis	X	X
そう。.おばあちゃんもう、行けるとこは	KSJ	KSJ142	行ける	X	10	F	0.099	adj	とこ	noun	X	X
、一人で行こ思たら行けるわな	KSJ	KSJ142	行ける	X	10	F	0.099	adj	わ	sfp	X	X
.....なんでも食べるからな	KSJ	KSJ142	食べる	X	10	F	0.099	adj	から	other.gramm	X	X
.....何でも食べるからな	KSJ	KSJ142	食べる	X	10	F	0.099	adj	から	other.gramm	X	X
.せやろ？.なんでも食べんねん、	KSJ	KSJ142	食べる	O	10	F	0.099	adj	ねん	sfp	O	X
......することも	KSJ	KSJ142	する	X	10	F	0.099	adj	こと	noun	X	X
、どこやら行ってこないするいうて	KSJ	KSJ142	する	X	10	F	0.099	adj	いう	other.lexical	X	X
、それはなんでもするわな	KSJ	KSJ142	する	X	10	F	0.099	adj	わ	sfp	X	X
やからな。.何でもする。.	KSJ	KSJ142	する	X	10	F	0.099	adj	.	pause	X	X
塗り絵くらいやったらなんぼでもするけどな	KSJ	KSJ142	する	X	10	F	0.099	adj	けど	dis	X	X
下手かはそりゃ、そらあるやろう	KSJ	KSJ142	ある	X	10	F	0.099	adj	やろ	dis	X	X
.おばあちゃんは、手先ですることは	KSJ	KSJ142	する	X	10	F	0.099	adj	こと	noun	X	X
、人のすることで	KSJ	KSJ142	する	X	10	F	0.099	adj	こと	noun	X	X
のうても、やってみる言うたら	KSJ	KSJ142	やってみる	X	10	F	0.099	nonadj	言う	other.lexical	X	X
やってみる。.	KSJ	KSJ142	やってみる	X	10	F	0.099	nonadj	.	pause	X	X
けど、まあ、みなの食べるもんくらい	KSJ	KSJ142	食べる	X	10	F	0.099	adj	もん	noun	X	X
は何でもするな。	KSJ	KSJ142	する	X	10	F	0.099	adj	な	sfp	O	X
が食べよ思たらなんでもこさえられるやろな	KSJ	KSJ142	られる	X	10	F	0.099	adj	やろ	dis	X	X
みたいなと思たらこしらえるわな	KSJ	KSJ142	こしらえる	X	10	F	0.099	adj	わ	sfp	X	X
....自分の食べることやっ	KSJ	KSJ142	食べる	X	10	F	0.099	adj	こと	noun	X	X
たら、そりゃ何でもする。.	KSJ	KSJ142	する	X	10	F	0.099	adj	.	pause	X	X
のうても、自分がすんねや	KSJ	KSJ142	する	O	10	F	0.099	adj	ね	dis	O	X
..そこらで売ってる駄菓子屋	KSJ	KSJ142	売ってる	X	10	F	0.099	nonadj	駄菓子	noun	O	X
。.そんなんは小銭で買えるような	KSJ	KSJ142	買える	X	10	F	0.099	adj	よう	noun	X	X
ちょっと欲しいなと思って食べるぐらいの	KSJ	KSJ142	食べる	X	10	F	0.099	adj	ぐらい	other.gramm	X	X
ものは買えるわな	KSJ	KSJ142	買える	X	10	F	0.099	adj	わ	sfp	X	X
な。.夜店知ってる？.	KSJ	KSJ142	知ってる	X	10	F	0.099	nonadj	.	pause	X	X
の夜店ゆうて決まってるからな	KSJ	KSJ142	決まってる	X	10	F	0.099	nonadj	から	other.gramm	X	X
..カニ掬いってどないすんねん。	KSJ	KSJ142	する	O	10	F	0.099	adj	ねん	sfp	O	X
やったら俺頭悪いけど鉄くらいやったらできるやろ言う	KSJ	KSJ143	できる	X	6	M	0.122	adj	やろ	dis	X	X
鉄くらいやったら溶かして固めるだけや	KSJ	KSJ143	固める	X	6	M	0.122	adj	だけ	other.gramm	O	X
、できるやろう	KSJ	KSJ143	できる	X	6	M	0.122	adj	やろ	dis	X	X
やけどな、その相手するやんか	KSJ	KSJ143	する	X	6	M	0.122	adj	やん	dis	X	X
障がい者の人も一生懸命働きよるからな	KSJ	KSJ143	働きよる	X	6	M	0.122	nonadj	から	other.gramm	X	X
ようとこやから、そのできるような	KSJ	KSJ143	できる	X	6	M	0.122	adj	よう	noun	X	X
ことを一緒に働きよるんや	KSJ	KSJ143	働きよる	X	6	M	0.122	nonadj	ん	dis	O	O
経ってったらやっぱりこう任される仕事が	KSJ	KSJ143	れる	X	6	M	0.122	adj	仕事	noun	X	X
てったら、大変なってくるわな	KSJ	KSJ143	なってくる	X	6	M	0.122	nonadj	わ	sfp	X	X
とられへんやん次何するか、	KSJ	KSJ143	する	X	6	M	0.122	adj	か	sfp	X	X
それにプライドも出てくるからな	KSJ	KSJ143	出てくる	X	6	M	0.122	nonadj	から	other.gramm	X	X
.人に聞きづらくなってくるわけや	KSJ	KSJ143	なってくる	X	6	M	0.122	nonadj	わけ	noun	X	X
んのかい、って思われるのが	KSJ	KSJ143	れる	X	6	M	0.122	adj	の	nom	O	X
ような仕事をしてる人見	KSJ	KSJ143	してる	X	6	M	0.122	nonadj	人	noun	X	X
勉強せんでもやっていけるところと	KSJ	KSJ143	やっていける	X	6	M	0.122	nonadj	ところ	noun	X	X
か。.やっぱり気持ちは変わるわな	KSJ	KSJ143	変わる	X	6	M	0.122	adj	わ	sfp	X	X
。.全然もうシャキッとするわな	KSJ	KSJ143	する	X	6	M	0.122	adj	わ	sfp	X	X
七千円で生きていける。.	KSJ	KSJ143	生きていける	X	6	M	0.122	nonadj	.	pause	X	X
安いやろ。.社宅があるとこ探し	KSJ	KSJ143	ある	X	6	M	0.122	adj	とこ	noun	X	X
ねや。.社宅のある場所。	KSJ	KSJ143	ある	X	6	M	0.122	adj	場所	noun	X	X
.....ちゃんと休めるとこ探し	KSJ	KSJ143	休める	X	6	M	0.122	adj	とこ	noun	X	X
だいたい工場とかものを作っとる会社は	KSJ	KSJ143	作っとる	X	6	M	0.122	nonadj	会社	noun	X	X
......聞こえるやろ。	KSJ	KSJ143	聞こえる	X	6	M	0.122	adj	やろ	dis	X	X
.同期か。.同期おるで、	KSJ	KSJ143	おる	X	6	M	0.122	adj	で	sfp	O	X
な、ひとり辞めて公務員なるいうて	KSJ	KSJ143	なる	X	6	M	0.122	adj	いう	other.lexical	X	X
会社に。.ほんでもう辞めるいうて	KSJ	KSJ143	辞める	X	6	M	0.122	adj	いう	other.lexical	X	X
起きてしたら死んでもうとった。	KSJ	KSJ143	もうとっ	X	6	M	0.122	nonadj	た	dis	X	X
。.だからそういうのもおるし、	KSJ	KSJ143	おる	X	6	M	0.122	adj	し	other.gramm	X	X
辞めたもんもおるし、	KSJ	KSJ143	おる	X	6	M	0.122	adj	し	other.gramm	X	X
辞めていったもんもおるし。	KSJ	KSJ143	おる	X	6	M	0.122	adj	し	other.gramm	X	X
な、今危ない仕事しよるからな	KSJ	KSJ143	しよる	X	6	M	0.122	nonadj	から	other.gramm	X	X
今いやいや危ない仕事してるときいう	KSJ	KSJ143	してる	X	6	M	0.122	nonadj	とき	noun	X	X
けど、ベルトコンベアいうたらわかるやろ。	KSJ	KSJ143	わかる	X	6	M	0.122	adj	やろ	dis	X	X
てな鉄鉱石、高炉つくるんに	KSJ	KSJ143	つくる	X	6	M	0.122	adj	ん	nom	O	O
な鉄鋼石いう石があんねや	KSJ	KSJ143	ある	O	6	M	0.122	adj	ね	dis	O	X
を高炉いうそのたてもんがあんねや	KSJ	KSJ143	ある	O	6	M	0.122	adj	ね	dis	O	X
な。.鉄をつくる、それ	KSJ	KSJ143	つくる	X	6	M	0.122	adj	.	pause	X	X
メーター、三百メーターくらいあるコンベアの	KSJ	KSJ143	ある	X	6	M	0.122	adj	コンベア	noun	X	X
な、もう腐ってもうとるいうて	KSJ	KSJ143	もうとる	X	6	M	0.122	nonadj	いう	other.lexical	X	X
ことでな、それを取り替えるいう工事	KSJ	KSJ143	取り替える	X	6	M	0.122	adj	いう	other.lexical	X	X
がその床の下へ行けるように	KSJ	KSJ143	行ける	X	6	M	0.122	adj	よう	noun	X	X
な。.それをするんに	KSJ	KSJ143	する	X	6	M	0.122	adj	ん	nom	O	O
こう、床が蓋を開けるとこが	KSJ	KSJ143	開ける	X	6	M	0.122	adj	とこ	noun	X	X
あんねや	KSJ	KSJ143	ある	O	6	M	0.122	adj	ね	dis	O	X
組んでここで作業ほんまにできるんかい	KSJ	KSJ143	できる	X	6	M	0.122	adj	ん	sfp	O	O
メーターんとこゆうたらもう転がるとこいう	KSJ	KSJ143	転がる	X	6	M	0.122	adj	とこ	noun	X	X
けど、まあ今ここにおるいうこと	KSJ	KSJ143	おる	X	6	M	0.122	adj	いう	other.lexical	X	X
は生きとる証拠や	KSJ	KSJ143	生きとる	X	6	M	0.122	nonadj	証拠	noun	X	X
けどな。.それをやるんが	KSJ	KSJ143	やる	X	6	M	0.122	adj	ん	nom	O	O
も、ちゃんとガイドさんもおるし、	KSJ	KSJ143	おる	X	6	M	0.122	adj	し	other.gramm	X	X
。.レンガでもやっていけるわけや	KSJ	KSJ143	やっていける	X	6	M	0.122	nonadj	わけ	noun	X	X
しとったらすぐ地震があるやん。	KSJ	KSJ143	ある	X	6	M	0.122	adj	やん	dis	X	X
、地震がない国もあんねや	KSJ	KSJ143	ある	O	6	M	0.122	adj	ね	dis	O	X
千年経っても建っとんやな	KSJ	KSJ143	建っとん	O	6	M	0.122	nonadj	や	sfp	X	X
と古いもんの方が残るからな	KSJ	KSJ143	残る	X	6	M	0.122	adj	から	other.gramm	X	X
まうから台風が来て壊れるし、	KSJ	KSJ143	壊れる	X	6	M	0.122	adj	し	other.gramm	X	X
とか。.ほんで水車があんねや	KSJ	KSJ143	ある	O	6	M	0.122	adj	ね	dis	O	X
あれ。.水車でこう汲み上げるらしいわ	KSJ	KSJ143	汲み上げる	X	6	M	0.122	adj	らしい	dis	X	X
レベルで水を管理しとるらしいわ	KSJ	KSJ143	しとる	X	6	M	0.122	nonadj	らしい	dis	X	X
.せやから水車があるらしいで	KSJ	KSJ143	ある	X	6	M	0.122	adj	らしい	dis	X	X
.そういう意味で水車があるらしいわ	KSJ	KSJ143	ある	X	6	M	0.122	adj	らしい	dis	X	X
....ゆったりしとるわな	KSJ	KSJ143	しとる	X	6	M	0.122	nonadj	わ	sfp	X	X
。.日本はがちゃがちゃしとるわな	KSJ	KSJ143	しとる	X	6	M	0.122	nonadj	わ	sfp	X	X
でな。.もう今あるんは	KSJ	KSJ143	ある	X	6	M	0.122	adj	ん	nom	O	O
過去があるから今	KSJ	KSJ143	ある	X	6	M	0.122	adj	から	other.gramm	X	X
があるわけで	KSJ	KSJ143	ある	X	6	M	0.122	adj	わけ	noun	X	X
何やてゆわれたら困るけど。	KSJ	KSJ143	困る	X	6	M	0.122	adj	けど	dis	X	X
.そりゃ過去があるから今	KSJ	KSJ143	ある	X	6	M	0.122	adj	から	other.gramm	X	X
があるんや	KSJ	KSJ143	ある	X	6	M	0.122	adj	ん	dis	O	O
んや、ゆわれたら困るけど。	KSJ	KSJ143	困る	X	6	M	0.122	adj	けど	dis	X	X
やってたことが生かされるから。	KSJ	KSJ143	れる	X	6	M	0.122	adj	から	other.gramm	X	X
....クルミなんかあんねん。	KSJ	KSJ143	ある	O	6	M	0.122	adj	ねん	sfp	O	X
.あの、あっこ川あるやん。	KSJ	KSJ143	ある	X	6	M	0.122	adj	やん	dis	X	X
たらな、クルミが落ちとんや。	KSJ	KSJ143	落ちとん	O	6	M	0.122	nonadj	や	sfp	X	X
たら、中にクルミがおる。.	KSJ	KSJ143	おる	X	6	M	0.122	adj	.	pause	X	X
.ほんで中学校でも野球をするつもりで	KSJ	KSJ143	する	X	6	M	0.122	adj	つもり	noun	X	X
たんやけど、割り振られるわけや	KSJ	KSJ143	れる	X	6	M	0.122	adj	わけ	noun	X	X
.で、なあなあでバレーすることに	KSJ	KSJ143	する	X	6	M	0.122	adj	こと	noun	X	X
今でも忘れんけどもう勝てる勝てる思い	KSJ	KSJ143	勝てる	X	6	M	0.122	adj	勝てる	other.lexical	X	X
ながら	KSJ	KSJ143	勝てる	X	6	M	0.122	adj	思い	other.lexical	X	X
けど、みんなもうすぐ試合が始まるぞゆう	KSJ	KSJ143	始まる	X	6	M	0.122	adj	ぞ	sfp	X	X
いうてみんなその気でおるから。	KSJ	KSJ143	おる	X	6	M	0.122	adj	から	other.gramm	X	X
から、高校では野球する、いう	KSJ	KSJ143	する	X	6	M	0.122	adj	.	pause	X	X
自分で入って、野球する、言い	KSJ	KSJ143	する	X	6	M	0.122	adj	.	pause	X	X
たから四百人くらいおるわな	KSJ	KSJ143	おる	X	6	M	0.122	adj	わ	sfp	X	X
ええからやな、選ばれるくらい賢い	KSJ	KSJ143	れる	X	6	M	0.122	adj	くらい	other.gramm	X	X
や、いう一心で勉強するわけや	KSJ	KSJ143	する	X	6	M	0.122	adj	わけ	noun	X	X
から、高校行ったら野球するんや	KSJ	KSJ143	する	X	6	M	0.122	adj	ん	dis	O	O
はな高富でも王路東行けるけど、	KSJ	KSJ143	行ける	X	6	M	0.122	adj	けど	dis	X	X
な川島高校のバレーなんか入る気も	KSJ	KSJ143	入る	X	6	M	0.122	adj	気	noun	X	X
野球したいいうて入っとんのにや	KSJ	KSJ143	入っとん	O	6	M	0.122	nonadj	のに	other.gramm	O	X
けどな。.周りが勧めるもんや	KSJ	KSJ143	勧める	X	6	M	0.122	adj	もん	noun	X	X
。.辞めてやっぱり野球する言うた	KSJ	KSJ143	する	X	6	M	0.122	adj	言う	other.lexical	X	X
.もうバレー辞めて野球する言うた	KSJ	KSJ143	する	X	6	M	0.122	adj	言う	other.lexical	X	X
、一生懸命勉強して入っとんのに、	KSJ	KSJ143	入っとん	O	6	M	0.122	nonadj	のに	other.gramm	O	X
遅うないから今から野球するゆうたら	KSJ	KSJ143	する	X	6	M	0.122	adj	ゆう	other.lexical	X	X
いうたら、もうお前野球するんやっ	KSJ	KSJ143	する	X	6	M	0.122	adj	ん	dis	O	O
たらええけど、ほんなら大学諦めるんや	KSJ	KSJ143	諦める	X	6	M	0.122	adj	ん	dis	O	O
.ほんで横は女子がおるやんか	KSJ	KSJ143	おる	X	6	M	0.122	adj	やん	dis	X	X
軟式テニスな、スコート履いとるわけや	KSJ	KSJ143	履いとる	X	6	M	0.122	nonadj	わけ	noun	X	X
ええな、ほんで男子もおるしや	KSJ	KSJ143	おる	X	6	M	0.122	adj	し	other.gramm	X	X
見たら、かわいい女の子もおるしや	KSJ	KSJ143	おる	X	6	M	0.122	adj	し	other.gramm	X	X
...センター試験なんか受けれるような	KSJ	KSJ143	受けれる	X	6	M	0.122	adj	よう	noun	X	X
実力があるかいな	KSJ	KSJ143	ある	X	6	M	0.122	adj	かい	sfp	X	X
。.んで、どっか私立受かるかな	KSJ	KSJ143	受かる	X	6	M	0.122	adj	か	sfp	X	X
.そやろ、知ってるやろ。	KSJ	KSJ143	知ってる	X	6	M	0.122	nonadj	やろ	dis	X	X
予備校行ったんよ。.あるやん、	KSJ	KSJ143	ある	X	6	M	0.122	adj	やん	dis	X	X
。.....あるやん。	KSJ	KSJ143	ある	X	6	M	0.122	adj	やん	dis	X	X
進みもせえへん、遊んどるだけや	KSJ	KSJ143	遊んどる	X	6	M	0.122	nonadj	だけ	other.gramm	O	X
？.あそこに代ゼミがあるねや	KSJ	KSJ143	ある	X	6	M	0.122	adj	ね	dis	O	X
。.石学なんて行けるわけない	KSJ	KSJ143	行ける	X	6	M	0.122	adj	わけ	noun	X	X
.すべてがうまいこといっとんやこれ	KSJ	KSJ143	いっとん	O	6	M	0.122	nonadj	や	sfp	X	X
まで行っておかんにでおうとんやから	KSJ	KSJ143	でおうとん	O	6	M	0.122	nonadj	や	sfp	X	X
何がどう転んでどうなるかわから	KSJ	KSJ143	なる	X	6	M	0.122	adj	か	sfp	X	X
将来のこととか考えてやるのは	KSJ	KSJ143	考えてやる	X	6	M	0.122	nonadj	の	nom	O	X
大事やけど、まあ、なるように	KSJ	KSJ143	なる	X	6	M	0.122	adj	よう	noun	X	X
なるいうところ	KSJ	KSJ143	なる	X	6	M	0.122	adj	いう	other.lexical	X	X
もあるわ。	KSJ	KSJ143	ある	X	6	M	0.122	adj	わ	sfp	X	X
ま、これは引き継いでいけるわな	KSJ	KSJ143	引き継いでいける	X	6	M	0.122	nonadj	わ	sfp	X	X
もう十六年経ってる。.	KSJ	KSJ143	経ってる	X	6	M	0.122	nonadj	.	pause	X	X
二十四から働いてるから、	KSJ	KSJ143	働いてる	X	6	M	0.122	nonadj	から	other.gramm	X	X
二十四年働いとんや。	KSJ	KSJ143	働いとん	O	6	M	0.122	nonadj	や	sfp	X	X
最近、今時な？.変わる人いっぱい	KSJ	KSJ143	変わる	X	6	M	0.122	adj	人	noun	X	X
おるけど。	KSJ	KSJ143	おる	X	6	M	0.122	adj	けど	dis	X	X
.転職する人。	KSJ	KSJ143	する	X	6	M	0.122	adj	人	noun	X	X
けどやっぱりな、ハンデがあんねや	KSJ	KSJ143	ある	O	6	M	0.122	adj	ね	dis	O	X
やな、もともと最初からおる人たち	KSJ	KSJ143	おる	X	6	M	0.122	adj	人	noun	X	X
やっぱり新卒で入ってずっとおるんが	KSJ	KSJ143	おる	X	6	M	0.122	adj	ん	nom	O	O
、変わっていいこともあるで。	KSJ	KSJ143	ある	X	6	M	0.122	adj	で	sfp	O	X
.そりゃ、いろんな世の中が見れるからな	KSJ	KSJ143	見れる	X	6	M	0.122	adj	から	other.gramm	X	X
.ああ、こんな仕事もあるんや	KSJ	KSJ143	ある	X	6	M	0.122	adj	ん	dis	O	O
ところでずーっと一生同じ仕事すること思っ	KSJ	KSJ143	する	X	6	M	0.122	adj	こと	noun	X	X
たらほら、違ったことするのも	KSJ	KSJ143	する	X	6	M	0.122	adj	の	nom	O	X
建築士とか建築科になるんやろ	KSJ	KSJ143	なる	X	6	M	0.122	adj	ん	dis	O	O
はな、みんなからお金集めるのにな	KSJ	KSJ143	集める	X	6	M	0.122	adj	のに	other.gramm	O	X
それを株に投資する。.	KSJ	KSJ143	する	X	6	M	0.122	adj	.	pause	X	X
から集めたお金で投資するんや	KSJ	KSJ143	する	X	6	M	0.122	adj	ん	dis	O	O
.その、それを投資する役の	KSJ	KSJ143	する	X	6	M	0.122	adj	役	noun	X	X
人もおるわけや	KSJ	KSJ143	おる	X	6	M	0.122	adj	わけ	noun	X	X
.....給料もらえるんや	KSJ	KSJ143	もらえる	X	6	M	0.122	adj	ん	dis	O	O
を自分の采配で投資するわけやん	KSJ	KSJ143	する	X	6	M	0.122	adj	わけ	noun	X	X
、そういうことしたらごっつい儲かるわけや	KSJ	KSJ143	儲かる	X	6	M	0.122	adj	わけ	noun	X	X
な。.まあ、損することも	KSJ	KSJ143	損する	X	6	M	0.122	adj	こと	noun	X	X
あるけどな	KSJ	KSJ143	ある	X	6	M	0.122	adj	けど	dis	X	X
は会社でそういうノウハウを得るやんか	KSJ	KSJ143	得る	X	6	M	0.122	adj	やん	dis	X	X
たら辞めて塾で投資する人も	KSJ	KSJ143	する	X	6	M	0.122	adj	人	noun	X	X
おるらしい。	KSJ	KSJ143	おる	X	6	M	0.122	adj	らしい	dis	X	X
。.ほんで楽して儲ける人も	KSJ	KSJ143	儲ける	X	6	M	0.122	adj	人	noun	X	X
おるらしい。	KSJ	KSJ143	おる	X	6	M	0.122	adj	らしい	dis	X	X
.そりゃそうや。.儲けれるは自分	KSJ	KSJ143	儲けれる	X	6	M	0.122	adj	は	case	X	X
.成功した人はおるわな	KSJ	KSJ143	おる	X	6	M	0.122	adj	わ	sfp	X	X
儲かったらその代わり逆があるで？	KSJ	KSJ143	ある	X	6	M	0.122	adj	で	sfp	O	X
やけどまあ、いろんな仕事あるわ。	KSJ	KSJ143	ある	X	6	M	0.122	adj	わ	sfp	X	X
何億借金したらどないすんねん。	KSJ	KSJ143	する	O	6	M	0.122	adj	ねん	sfp	O	X
持っとってこそチャンスになるけど。	KSJ	KSJ143	なる	X	6	M	0.122	adj	けど	dis	X	X
......できるような	KSJ	KSJ143	できる	X	6	M	0.122	adj	よう	noun	X	X
。.頭だけは自信あるからいける	KSJ	KSJ143	ある	X	6	M	0.122	adj	から	other.gramm	X	X
気が	KSJ	KSJ143	いける	X	6	M	0.122	adj	気	noun	X	X
するわ。	KSJ	KSJ143	する	X	6	M	0.122	adj	わ	sfp	X	X
。.自分が得意を活かせる仕事を	KSJ	KSJ143	活かせる	X	6	M	0.122	adj	仕事	noun	X	X
商社いうのはものを売るような	KSJ	KSJ143	売る	X	6	M	0.122	adj	よう	noun	X	X
のは例えば、メーカーっておるやんか	KSJ	KSJ143	おる	X	6	M	0.122	adj	やん	dis	X	X
。.ものをつくるとこな	KSJ	KSJ143	つくる	X	6	M	0.122	adj	とこ	noun	X	X
な。.メーカーが直接売る、いう	KSJ	KSJ143	売る	X	6	M	0.122	adj	.	pause	X	X
て、そっからお客に売る仕事や	KSJ	KSJ143	売る	X	6	M	0.122	adj	仕事	noun	X	X
から、いろんな商売考えるんか	KSJ	KSJ143	考える	X	6	M	0.122	adj	ん	sfp	O	O
.メーカーはそやけどあるからな	KSJ	KSJ143	ある	X	6	M	0.122	adj	から	other.gramm	X	X
.........覚えとるわけない	KSJ	KSJ144	覚えとる	X	6	F	0.425	nonadj	わけ	noun	X	X
かな、なんか記憶にあるのは	KSJ	KSJ144	ある	X	6	F	0.425	adj	の	nom	O	X
、家の前を出るとなんか	KSJ	KSJ144	出る	X	6	F	0.425	adj	と	other.gramm	X	X
あれは、今住んでる豊岡市	KSJ	KSJ144	住んでる	X	6	F	0.425	nonadj	豊岡	noun	X	X
.えー。.食べながらするん？	KSJ	KSJ144	する	X	6	F	0.425	adj	ん	nom	O	O
て何軒か住んでる人は	KSJ	KSJ144	住んでる	X	6	F	0.425	nonadj	人	noun	X	X
、豊岡市に住んでる在日の	KSJ	KSJ144	住んでる	X	6	F	0.425	nonadj	在日	noun	X	X
たちは固まって住んでる町が	KSJ	KSJ144	住んでる	X	6	F	0.425	nonadj	町	noun	X	X
て、お見合いの話があるからって	KSJ	KSJ144	ある	X	6	F	0.425	adj	から	other.gramm	X	X
で、えーっと、新郎になるな、	KSJ	KSJ144	なる	X	6	F	0.425	adj	な	sfp	O	X
.ま、それがなんか笑えるわ。	KSJ	KSJ144	笑える	X	6	F	0.425	adj	わ	sfp	X	X
してみたら慣れてるから、	KSJ	KSJ144	慣れてる	X	6	F	0.425	nonadj	から	other.gramm	X	X
.ちょっと行ったら喫茶店があるからって	KSJ	KSJ144	ある	X	6	F	0.425	adj	から	other.gramm	X	X
「二人話気が合うとんやな	KSJ	KSJ144	とる	O	6	F	0.425	adj	や	sfp	X	X
話までしとったら一晩かかるで？	KSJ	KSJ144	かかる	X	6	F	0.425	adj	で	sfp	O	X
なくて、そこの結婚するまでの	KSJ	KSJ144	する	X	6	F	0.425	adj	まで	other.gramm	X	X
話、すごい時間かかるやん。	KSJ	KSJ144	かかる	X	6	F	0.425	adj	やん	dis	X	X
それを、間とりもってる仲人さん	KSJ	KSJ144	とりもってる	X	6	F	0.425	nonadj	仲人	noun	O	X
そういうのをちょっとゆうたりするねんな	KSJ	KSJ144	する	X	6	F	0.425	adj	ねん	sfp	O	X
、で、こういうバージョンもあんねん。	KSJ	KSJ144	ある	O	6	F	0.425	adj	ねん	sfp	O	X
って仲人さんにゆってるのに、	KSJ	KSJ144	ゆってる	X	6	F	0.425	nonadj	のに	other.gramm	O	X
を、行ったり来たりする役。	KSJ	KSJ144	する	X	6	F	0.425	adj	役	noun	X	X
とかなんかそういう風にゆわれるような	KSJ	KSJ144	れる	X	6	F	0.425	adj	よう	noun	X	X
な、色々場数踏んでるから、	KSJ	KSJ144	踏んでる	X	6	F	0.425	nonadj	から	other.gramm	X	X
結婚式をす、す、するか、	KSJ	KSJ144	する	X	6	F	0.425	adj	か	sfp	X	X
衣装も、衣装合わせもあるし、	KSJ	KSJ144	ある	X	6	F	0.425	adj	し	other.gramm	X	X
のホテルとかそういうとこでするんだろ	KSJ	KSJ144	する	X	6	F	0.425	adj	ん	dis	O	O
高砂って、ちょっと距離があることも	KSJ	KSJ144	ある	X	6	F	0.425	adj	こと	noun	X	X
...どっちで結婚式するってこと	KSJ	KSJ144	する	X	6	F	0.425	adj	って	case	X	X
な。.披露宴二回することに	KSJ	KSJ144	する	X	6	F	0.425	adj	こと	noun	X	X
..だから、めっちゃ金かかるやんなあ	KSJ	KSJ144	かかる	X	6	F	0.425	adj	やん	dis	X	X
